area,rooms,floor,year_of_construction,price
77,3,4,1966,177724
59,4,10,1953,638584
89,1,6,2007,863208
110,4,7,1991,881457
111,3,6,2015,507050
112,1,7,2015,577587
62,5,10,1969,653148
67,2,9,1968,314536
86,4,2,1973,575894
100,2,10,1993,954803
116,5,6,1971,706607
119,2,4,1957,448691
54,4,4,1990,905957
51,1,7,1959,355809
93,2,1,1954,152624
86,4,2,1964,204742
96,5,3,2013,570395
88,4,4,1959,271398
80,2,4,1969,334672
110,3,7,1951,604104
81,4,9,1988,711207
78,3,2,1991,732897
117,1,6,2021,841921
95,4,10,2019,384500
72,5,1,2014,621988
88,2,1,1959,797257
79,5,5,1977,868489
65,3,8,1953,769537
97,5,4,1960,429514
81,1,8,1974,725518
90,3,9,1973,411215
56,5,4,1957,381388
67,3,1,1962,927500
78,3,10,1953,894169
78,1,3,1987,994085
120,1,1,1973,980230
83,5,2,1972,236243
69,5,6,1992,331105
91,5,1,1978,203776
113,5,10,2016,879589
95,4,3,1990,412016
99,1,3,1999,897192
72,2,8,2021,749248
64,4,3,1967,547293
64,2,1,1998,956049
64,3,1,1966,947123
69,2,9,1990,390881
56,3,8,1955,787230
51,3,4,1970,720499
101,3,8,2018,241217
62,5,4,2001,584505
78,1,4,1980,937867
78,2,8,1974,581950
63,4,5,1992,457170
105,3,9,1977,873596
103,1,6,1973,248048
114,4,3,1956,186077
119,4,10,1999,398791
58,5,9,2004,277638
94,5,3,2015,316223
103,1,2,2018,380605
51,5,7,1954,607660
71,5,6,2005,333631
96,3,5,2004,861221
115,2,5,2020,571314
97,1,7,1988,483300
91,4,9,1979,419209
98,5,4,1974,402815
76,2,7,2017,892680
73,5,6,2011,205268
63,5,8,1962,593111
76,3,7,2014,353908
104,3,7,1990,914530
95,4,4,1993,735707
101,2,6,1987,775048
120,5,6,1959,507620
50,5,7,1984,736484
65,2,2,2009,664511
87,1,9,2002,760783
55,5,7,1978,786254
106,1,6,1972,910652
83,2,4,1987,293112
73,1,1,1986,705710
101,1,3,1984,872134
53,4,3,2001,774503
81,3,4,2007,683396
63,5,1,2021,368603
117,2,6,1958,660537
75,3,4,1971,422628
91,5,1,1982,715169
81,4,6,1995,481817
75,3,3,1978,769524
86,5,4,1996,707105
119,4,6,1995,800627
118,1,9,1967,737804
119,1,1,1993,588828
114,2,10,1993,726336
91,3,7,2003,175183
60,2,6,1974,351261
89,5,1,2001,885391
94,1,7,2012,632821
120,5,3,1979,274400
115,2,3,2020,484457
98,5,6,1997,759558
120,3,8,2022,273264
88,5,6,2014,737163
50,3,10,1952,694194
65,1,4,1976,256200
59,5,10,1984,152594
52,2,3,1956,878537
82,3,8,1991,668380
67,3,7,1983,901483
58,5,1,2009,183772
79,2,7,1976,268489
93,4,8,1996,965947
109,5,1,1974,554640
58,2,10,2015,807935
60,2,3,2002,893436
58,5,4,1980,993885
62,3,4,1966,499060
90,5,3,1979,185172
79,1,3,1985,541592
86,5,8,1966,647042
115,3,5,1976,590398
118,5,7,1996,448915
111,2,6,2002,995597
91,3,9,1996,756974
79,3,2,1985,243280
76,2,5,2018,402833
90,5,7,1979,391571
84,3,7,2012,191948
80,5,10,1952,338153
51,3,1,1994,967186
109,4,3,1980,772653
89,1,7,1955,363612
66,5,2,1967,597709
83,1,3,2014,313537
95,3,10,1983,586669
117,3,1,1992,822165
79,1,3,2015,684888
82,5,6,2006,771360
98,1,2,1985,848929
85,1,9,1967,402583
86,4,9,1963,861687
73,5,5,1956,161066
62,5,3,1980,266012
111,2,1,1986,377005
110,2,1,1977,901315
104,4,5,1966,722700
78,2,7,1976,236824
91,4,3,1974,181451
115,5,3,1989,985442
61,4,2,1965,197247
120,3,9,2016,188420
97,2,3,2008,475758
80,2,8,1962,407559
56,5,4,1953,945399
84,2,9,1951,369437
109,1,10,1997,722733
56,2,10,1985,938850
76,5,6,2013,816234
51,1,10,1969,522785
111,4,6,2016,203329
115,5,9,1989,659900
115,1,1,1953,358458
56,3,1,1990,751653
120,1,6,1964,947146
74,4,1,1982,175918
69,3,8,1982,788555
54,2,7,1990,257594
98,5,4,2002,693273
63,4,4,1996,923738
112,3,5,2012,817360
57,4,6,2009,268542
114,2,4,1985,496975
69,4,2,1988,658348
97,2,7,1975,977150
63,4,2,2022,740671
75,1,6,2008,923836
119,1,7,1984,301409
112,4,9,1966,807493
68,4,5,2015,533030
56,5,4,1981,823268
104,1,6,1972,863349
57,2,10,1967,548845
98,1,10,2022,368553
106,1,9,2009,501077
104,5,6,1970,710698
58,3,6,2020,881544
78,5,9,2021,319547
67,1,9,1978,333158
102,1,9,1969,543454
103,5,8,2013,928312
67,3,6,1960,811818
103,3,8,2009,229287
114,2,9,1969,194236
87,1,10,2009,252920
61,4,10,1953,952375
59,5,4,2021,373961
80,1,3,2015,635330
99,4,6,1986,201230
74,1,6,1963,766070
119,1,3,1972,483853
54,1,4,2015,227924
92,2,1,1957,437328
95,2,5,1991,937931
73,3,5,1989,797389
62,1,3,1974,576938
115,3,5,1966,382844
90,5,9,1982,457551
73,5,6,2011,381220
107,2,5,2005,326426
104,2,5,1973,265615
110,5,8,1981,798371
111,4,2,1977,696191
92,2,9,1974,475486
59,2,10,1984,360558
63,4,5,2018,336813
101,4,1,1974,639191
83,2,4,1971,941194
59,5,10,2016,310413
65,1,7,1971,445814
53,3,5,1996,403570
88,5,5,2003,155087
120,1,10,1961,222783
88,3,8,2001,460810
94,5,9,1992,885532
97,5,6,2007,526433
62,1,5,1967,836779
81,2,8,1977,622908
56,4,9,1953,813361
105,3,5,1972,654452
60,3,7,1988,731779
54,5,4,1950,410262
52,1,5,1966,658716
85,5,4,2004,557312
111,3,8,1972,349986
78,1,10,1971,411154
65,1,2,1964,785461
67,1,1,1971,544775
61,2,1,2001,386312
106,2,4,1992,171291
81,5,2,2016,406976
75,3,4,2017,572042
103,3,2,2012,316476
79,2,1,2006,703811
118,4,1,2017,816370
53,2,3,2006,233583
98,5,1,1982,775798
67,5,10,1988,467862
52,4,4,1996,723189
118,4,9,2005,589129
114,4,6,2005,963828
74,3,1,2005,427216
100,1,8,1970,573127
109,4,9,1961,374238
92,5,4,1952,307109
107,4,2,1959,169845
85,2,3,2000,438937
109,1,4,1986,867151
93,3,3,1996,990602
91,4,8,2014,574729
94,5,1,1960,363718
113,3,8,1973,203582
75,4,3,2010,771014
86,4,1,1961,623860
57,5,1,1973,551092
97,5,5,1991,936576
58,2,4,1962,420371
107,1,6,1992,154756
55,2,5,1957,824583
68,3,6,2022,420812
115,4,6,1952,469836
112,2,1,1981,198806
77,2,6,1996,278401
97,3,10,2021,712078
63,5,5,1967,196317
96,1,10,1991,569139
85,4,2,1995,207902
51,3,9,1977,409555
103,5,9,2007,432636
77,4,5,1999,724409
106,3,3,1960,968823
119,1,6,1969,514503
64,5,6,1973,828677
117,2,2,1953,247336
85,1,4,1975,206360
120,3,6,2012,590740
70,5,10,2012,833233
102,4,4,2007,773130
60,4,8,1958,556907
118,3,6,2004,681508
54,5,10,2013,297450
70,5,9,1950,491051
111,1,8,1981,692444
78,3,4,1990,981667
85,5,8,1994,576852
58,3,9,1955,631208
77,3,9,2003,592749
57,4,5,1994,269076
59,1,6,1981,741877
95,3,2,1983,363494
83,5,4,2010,340872
65,2,7,2018,409663
83,4,6,1958,651179
86,4,5,1982,818617
85,5,6,1962,390397
98,3,2,1980,824783
108,3,10,2007,548155
64,1,10,1958,917548
90,5,9,1967,554519
64,3,6,1962,821991
86,5,3,1961,618426
86,5,8,2004,516140
69,4,2,2021,402687
54,5,4,2019,381596
74,5,8,1968,467283
118,1,3,1981,837964
102,5,9,2017,580983
64,3,4,1974,890776
52,2,4,1989,226503
120,2,7,1974,352186
60,5,2,1984,347028
97,3,6,1953,537029
80,4,4,2020,214131
83,3,6,1986,242410
75,4,5,1991,843158
70,3,7,2012,808629
100,3,9,1999,504186
73,2,9,2010,165604
70,5,5,2017,241015
78,5,4,1973,991025
71,5,7,1996,506507
111,1,10,2017,951826
95,2,5,1962,989101
50,1,4,1997,296100
108,2,7,2011,411071
53,3,4,2009,572912
60,1,1,1967,249698
75,3,8,2015,993051
53,4,1,1960,216574
55,1,8,1994,304464
57,3,8,1982,238956
56,2,6,1996,670808
75,2,2,1961,331427
85,3,4,2005,773650
76,3,6,1992,569732
118,2,4,1980,626476
76,5,2,1986,682888
65,2,3,1968,355530
104,2,2,2003,684766
54,2,10,2007,326507
88,4,1,1960,303911
63,5,3,2013,156278
76,2,1,1968,218590
56,5,4,1994,349704
74,3,10,1980,299451
115,1,2,2019,263199
116,3,3,1975,854008
97,5,5,2006,479743
110,5,6,2002,212092
77,1,4,2016,316344
58,1,6,1992,989601
73,1,10,1958,259158
63,2,1,1955,492309
91,5,5,1977,765408
84,4,10,1992,353047
106,2,8,1996,829131
95,2,10,2019,183894
95,4,8,1997,883353
92,2,6,1956,419148
70,4,1,1951,413004
50,4,7,1996,316060
75,1,3,2010,822370
100,1,9,1998,395306
95,3,1,2010,503079
107,5,10,1982,289531
119,3,4,2009,874136
111,2,3,2018,318090
104,4,3,2006,429459
103,4,4,1997,512629
93,2,9,2010,853466
115,4,8,1987,823769
67,3,7,2012,684419
103,5,9,2008,999655
117,1,10,1985,873971
61,3,4,1974,939811
68,2,4,2010,230199
89,2,3,1973,898724
54,2,2,2007,803058
93,3,2,1963,346264
65,3,6,2021,186407
117,4,1,2015,343101
94,3,2,2019,847659
54,3,5,2016,572492
73,4,2,1956,226427
93,3,8,1984,178475
105,4,4,1954,946466
83,1,6,2005,912012
57,5,9,1976,684909
79,3,1,1984,562514
118,2,1,1984,507156
119,5,5,2003,394865
50,1,5,2005,724300
107,1,1,1979,304295
68,4,1,1999,404080
112,2,4,1984,180831
54,5,5,1987,889249
50,4,2,1980,758782
104,1,6,1972,912205
82,3,6,2020,577243
109,4,2,1962,577019
63,2,5,1953,522679
53,2,7,2022,614686
75,5,9,1972,976242
105,5,9,2005,499987
116,5,7,1951,804700
74,2,3,1987,484000
71,2,3,1989,644445
118,4,2,1972,792436
61,2,1,2018,548625
54,2,5,2000,380346
104,1,9,1974,579033
54,5,4,2005,650198
76,5,10,1955,535584
118,5,10,2022,532511
104,5,7,2015,491934
64,2,3,1974,610391
67,3,10,2021,220147
85,1,8,2016,735549
57,2,5,1956,513348
115,1,6,2018,443558
59,5,9,1962,767814
119,5,10,1973,980749
69,5,10,1962,455671
83,2,7,1983,279315
91,5,5,1959,594600
53,5,1,1964,564999
91,5,7,1965,686504
62,5,6,2003,913480
108,3,6,1990,414073
77,4,3,1979,370300
93,5,2,2008,358723
84,5,8,1965,677151
66,3,10,1958,216027
79,2,4,1970,522036
51,4,6,2015,636927
67,5,8,2010,706834
98,3,8,1972,450987
120,5,10,2000,990257
87,1,4,1987,436259
88,1,6,1958,953304
83,4,10,1969,607853
112,3,6,2003,371270
99,3,5,2022,258058
85,2,4,1975,648886
74,5,10,1963,298179
90,4,3,1980,373550
97,2,6,1967,496244
55,4,9,1997,617025
89,1,9,2004,441544
69,4,3,1978,589058
65,5,4,1997,426177
58,3,8,2003,392364
69,1,8,1991,915838
117,3,3,1951,606426
60,2,9,1980,879226
112,3,4,1985,340109
85,4,4,1980,269210
69,5,4,2013,955355
65,3,9,2012,857455
104,4,6,2007,321006
95,2,3,1971,300131
92,4,8,1986,993915
65,3,9,1989,783797
116,3,9,2016,475631
87,2,6,1963,859646
75,4,2,1983,692505
56,3,7,1964,313352
92,2,10,2001,875095
114,4,9,1972,656630
92,4,8,1987,271720
92,4,9,1962,923956
64,5,4,2010,404074
114,4,7,1998,501429
112,4,8,2018,581131
61,4,4,1976,748546
52,2,6,1987,903729
61,2,2,1960,763985
98,4,4,1958,872453
61,1,9,1954,211070
106,3,8,2006,766263
54,4,1,1981,935063
81,5,8,1959,351937
67,4,6,1990,442682
63,1,1,1974,630239
92,5,6,2020,824734
59,1,7,1978,691401
92,3,6,1974,918507
70,4,2,1950,362585
81,2,3,1982,648343
90,4,9,1993,857276
98,4,6,1984,770609
58,5,4,1961,408514
117,5,4,1962,816504
74,3,1,1954,199029
119,1,6,1996,920640
111,3,10,1979,718923
55,3,2,2022,536231
77,5,4,2008,593296
108,2,7,1999,448693
50,5,1,1980,250262
114,1,4,2016,203063
116,2,6,1959,156330
96,2,9,2017,841472
95,1,10,1958,966043
114,5,8,2003,806712
56,3,7,1961,443494
104,4,5,1977,189850
88,1,10,2003,165310
75,3,9,1967,454471
66,5,1,2020,580666
80,1,9,2003,840819
116,3,7,1996,326058
100,2,6,1981,416454
118,3,4,1990,908539
110,3,2,1954,363101
60,5,8,1978,772375
91,5,4,2003,727151
92,5,6,1980,776505
72,4,5,1989,724142
112,3,1,1971,827543
85,2,9,2022,789003
91,4,4,1990,919063
118,5,5,2006,746729
112,5,9,2008,553545
53,3,7,2022,341743
75,1,8,2012,549691
118,1,4,1967,650213
110,3,8,1961,458290
78,4,1,1981,578204
111,5,5,1991,272476
51,5,8,1989,819122
120,4,10,1951,293111
77,1,4,2004,548934
117,1,3,1971,771324
97,3,5,1984,990792
57,5,10,1978,742953
58,1,10,1969,349160
92,2,1,1978,376918
111,1,1,2013,635350
90,1,6,2001,483587
68,5,2,1950,418004
83,5,10,1954,567392
73,5,3,1995,984789
66,3,5,1959,844731
50,5,2,1960,322965
103,2,1,2004,151376
116,5,2,1953,243745
70,2,3,1992,285678
101,1,2,1967,248940
83,3,4,1968,385409
108,2,10,2018,643816
103,3,7,1967,943595
96,3,2,2003,722878
76,3,4,1953,679628
92,1,3,1950,222755
95,4,3,1994,261855
78,4,8,1969,805734
52,5,5,1963,410402
80,1,9,1993,174252
104,3,9,1950,533922
62,3,7,1993,923943
99,3,2,1955,858981
103,1,6,1969,599080
86,2,9,1974,252417
64,2,8,1988,444332
119,3,8,1951,703688
71,2,5,1995,831376
87,5,5,1983,847808
110,2,4,1968,948399
88,3,4,2013,585560
105,5,9,1998,713184
93,2,1,1989,213650
50,4,3,2022,767531
67,4,10,2006,863829
53,2,8,1961,797006
60,3,2,1977,409782
94,3,2,1967,734320
94,3,8,1952,759589
51,3,5,1985,541898
114,4,7,2022,501623
82,3,7,2009,267476
55,5,5,1959,335136
115,4,2,1963,843567
99,1,9,2019,965783
114,3,2,1994,684934
82,1,3,2016,699447
73,5,10,1958,217871
60,2,5,1969,691883
120,3,4,1975,653791
54,1,2,1955,406681
113,1,9,1981,470416
117,5,9,1965,370924
119,5,6,1950,186380
88,4,9,1995,969478
105,3,3,1992,867127
94,2,7,1966,989249
113,1,3,1951,896767
55,4,1,1995,499697
104,2,1,1996,900955
73,2,8,1983,568107
88,5,9,1955,916516
118,4,2,1994,449557
50,3,4,2020,352307
98,2,7,2016,655550
68,3,9,1954,428842
99,5,2,2009,779561
76,3,2,1987,858971
76,1,8,2021,932476
69,5,6,1998,504509
103,3,9,2004,380423
58,2,3,2007,765627
63,3,2,1954,500124
107,3,2,1961,438311
94,5,7,1975,605369
80,3,7,1956,359665
51,1,4,1989,812512
110,2,2,1973,221465
50,3,1,1994,430008
95,2,5,2021,728900
94,1,2,1972,945776
52,3,10,2004,273588
88,3,8,1994,497098
114,2,2,2010,984794
79,4,10,1959,589683
62,3,5,1987,887562
65,5,10,1975,305798
100,4,3,2021,616052
114,2,9,2004,267576
115,5,10,2007,834656
99,4,1,1993,407429
108,5,4,2015,724630
64,2,5,2013,743854
71,2,3,1991,325177
117,2,10,1978,396185
53,4,8,1987,565691
53,1,3,1991,847046
75,1,6,1990,417404
99,4,6,1994,852685
73,5,1,2004,865205
120,2,1,1961,494034
60,4,3,2011,873967
74,5,3,2014,349595
101,5,6,1978,602319
97,1,9,1963,932922
64,4,7,1964,382937
120,2,8,1963,330980
81,2,2,1965,636638
57,4,6,1990,412677
118,2,2,2022,688447
95,3,8,2011,574456
114,1,8,1988,334719
65,1,5,1975,930463
77,2,10,1999,870720
120,1,5,1976,591172
58,4,4,1955,909045
107,5,6,2001,545693
99,5,10,1950,378326
113,2,10,1988,588910
57,2,3,1958,368455
116,1,1,1950,785046
98,5,6,1956,698473
89,2,1,2005,974772
54,2,1,1954,801231
104,3,10,1978,915495
92,1,7,2006,757814
50,1,5,1984,909134
72,3,9,1995,177460
68,3,6,2003,281644
116,1,3,1980,555526
85,3,10,2012,989036
96,1,5,2010,232093
101,1,2,1974,563660
119,2,6,1976,762651
94,4,10,2001,296315
83,1,5,1972,829543
80,5,8,2011,749473
110,1,5,2009,987828
64,5,9,1992,950428
76,4,4,1972,973992
83,3,2,1966,393320
84,1,8,1982,407500
108,4,10,1991,912413
73,2,10,2007,250749
94,5,8,1987,517874
116,1,8,1973,650026
61,4,3,2021,691581
62,5,7,1991,980948
63,4,7,1994,409018
95,4,3,1971,184610
95,1,8,2007,299530
62,4,2,1987,969266
60,5,7,1987,605423
98,1,10,2016,800128
63,2,6,2007,490072
73,3,1,2012,878865
75,1,9,1952,623506
72,5,1,2017,779834
82,3,8,2016,553512
74,1,10,1975,957731
67,5,8,2001,793714
59,5,8,2016,753211
80,1,2,1973,615117
51,5,6,1993,940735
101,2,8,2022,745207
96,2,5,1966,553141
59,3,7,1966,776449
113,5,9,1968,216000
66,2,3,1990,229465
106,5,7,2005,968752
56,4,4,1993,258141
83,3,2,1971,537450
82,1,5,1981,947246
110,2,6,2007,217458
63,1,1,2002,584469
119,5,4,2000,921783
54,2,3,2010,899459
76,1,2,1972,528636
53,5,9,2007,236564
88,4,10,1977,259188
55,4,1,1953,309137
99,3,2,1976,901512
90,2,8,1989,796580
50,2,2,1965,746183
120,4,9,1987,183589
102,5,4,1957,412555
115,4,2,1977,555576
91,3,10,1966,437022
104,1,4,2021,530137
101,3,1,1960,945927
116,2,8,1983,863413
52,3,1,1953,805499
95,3,6,2003,829199
97,1,10,1981,808365
66,5,7,2007,449490
120,3,4,1997,229750
86,3,6,2010,826641
113,3,7,1989,182690
106,4,6,1972,741713
101,5,2,1953,646085
70,5,6,1989,459576
61,5,7,1994,407060
62,4,6,1985,339015
108,4,3,1986,605075
75,4,8,1963,419137
58,1,1,1997,535355
118,5,10,1956,599063
114,3,5,1978,932120
56,3,2,1973,403777
102,1,2,1960,663897
95,3,10,1950,250498
64,4,10,1982,480468
58,4,9,1967,929367
105,5,2,1991,413578
93,5,3,1982,933759
111,5,7,1982,761558
112,4,9,1965,964583
68,4,4,2020,697954
108,2,3,1988,522657
90,3,2,1987,423962
90,5,8,2016,437581
65,5,8,1994,328999
96,5,2,1966,743345
95,2,2,1978,566183
96,4,4,1980,179825
71,1,7,1965,386800
90,1,1,2011,550827
98,1,4,1962,882074
94,4,7,1977,898689
83,4,4,2019,193177
85,3,9,1987,866070
56,5,8,2012,791290
74,4,1,1985,842628
67,1,10,1987,388758
82,5,5,2002,453332
55,3,4,1994,392397
111,2,4,1991,635992
70,3,5,1998,572110
66,5,1,2015,214564
66,1,7,1988,429532
79,2,7,1967,479766
68,4,3,1993,263692
95,5,5,1984,932662
68,4,1,1957,714528
51,3,3,2021,236742
96,2,5,2020,217407
107,1,10,1982,623406
65,1,7,1987,219943
73,3,8,1972,803919
115,1,5,1988,423986
51,3,5,1954,491988
104,3,3,2017,381543
110,5,5,1988,275998
78,5,6,1977,296015
73,2,8,2012,768602
98,3,5,1974,601311
89,5,7,2003,717044
118,1,2,1994,450669
70,4,9,1981,494158
56,3,1,1965,492197
72,2,9,1957,320458
118,5,7,1997,574635
116,2,2,2010,921497
79,4,8,1980,562329
57,4,8,1998,262278
83,2,9,1990,627889
61,5,9,2011,167925
55,3,9,1958,528564
70,4,7,2009,395483
53,3,1,2005,629781
78,4,9,1960,526217
95,3,10,1961,612955
98,1,2,1955,475381
97,4,2,1973,439195
118,5,6,1993,524746
72,3,2,2008,827873
71,2,9,1993,654790
57,5,5,1981,397730
112,1,5,1954,331214
66,3,4,1997,890133
83,2,4,1996,572588
108,2,7,1986,330516
53,4,2,1974,402407
89,3,5,1952,669751
102,1,4,2020,402453
58,4,10,2003,414996
115,4,4,1994,886930
51,2,7,2021,362746
84,1,1,1973,820484
73,4,10,1954,658248
120,1,7,1987,491701
78,4,10,1954,431402
85,2,3,1958,365491
70,2,9,1985,591814
51,1,8,1975,570788
81,1,3,1953,799705
81,1,3,1961,448129
114,3,3,1990,331240
102,4,8,1974,179268
92,1,2,1989,429902
74,4,10,1966,196026
80,1,7,1990,426795
102,1,2,1969,969606
94,3,6,1962,185742
86,1,10,1965,684100
104,2,3,1983,611484
63,4,8,1975,219600
82,1,10,2015,672955
88,4,3,2014,641123
92,1,8,1978,350023
82,3,8,1968,839683
91,3,10,2012,529022
50,1,9,2015,318390
81,5,5,2022,154126
56,2,2,2001,182328
59,2,1,1992,813840
99,4,8,1954,525281
64,4,6,2014,871168
75,3,9,1977,906302
115,4,3,1961,915425
112,1,6,1997,209015
76,5,7,1992,674549
61,4,3,2016,645484
65,5,9,1973,876519
66,4,4,1989,253470
57,3,1,1951,835620
55,3,4,1956,739455
69,3,2,1995,836795
100,1,4,1961,240218
97,1,1,1968,954173
107,5,4,1997,376572
111,1,9,2014,540642
95,1,10,2011,818907
78,3,2,1976,576513
118,3,6,1987,179615
73,3,5,2001,822943
50,1,9,1958,825261
97,3,3,1966,779354
94,4,3,1997,203475
68,5,10,1955,414412
51,3,7,1989,344113
69,3,8,1956,317263
88,4,10,1970,976216
79,4,7,1970,270186
114,2,8,2021,527002
65,3,8,1980,848975
117,4,5,2002,196005
64,1,2,1993,656137
108,4,5,1971,467366
119,3,3,2011,981517
68,5,10,2020,771807
50,1,3,2016,232985
65,5,1,1968,195499
97,2,3,1969,492568
99,1,8,1993,406098
110,1,4,1966,183147
101,4,9,2020,378660
69,3,6,1987,415924
73,1,7,1961,597029
86,3,10,1957,212677
119,1,5,1995,775460
76,3,6,1997,253690
111,4,8,1996,850419
85,3,6,1965,577669
77,3,6,1972,898340
103,5,8,1966,893809
70,3,4,1995,482686
56,3,1,2015,901065
63,1,2,2001,894448
89,3,3,2007,887581
106,4,5,1972,981490
69,2,3,1995,600950
62,3,2,1973,810289
113,5,3,2017,481931
62,5,9,1962,749667
90,3,3,1991,475816
55,2,9,2011,663320
107,4,5,2009,424571
89,3,10,1991,644363
68,1,1,2007,663764
95,5,1,2018,784736
78,3,8,1960,813406
85,1,2,1997,792246
116,1,10,1960,942953
87,4,9,2001,340144
55,2,1,1985,252526
70,5,6,1953,594312
95,2,2,1968,751094
71,4,1,2001,553348
69,4,10,2016,624314
99,5,2,2014,252307
110,5,8,1979,505420
112,4,5,2017,795577
118,5,9,1994,389578
98,3,2,1992,375911
103,2,2,1961,522166
108,3,8,2009,534625
75,4,3,1965,804127
116,2,6,1968,723396
64,1,9,1994,553626
83,1,1,1997,867887
94,5,1,1954,715694
104,1,8,1999,886826
58,5,10,2012,496960
94,3,6,1991,793068
87,3,9,1978,765541
62,1,3,1981,258584
72,4,1,1996,380397
102,3,10,1967,910302
106,2,5,1978,987701
118,2,4,2014,375005
91,4,8,1992,878504
102,1,3,1966,690681
100,2,6,2004,917981
73,3,8,1961,779625
55,2,9,2018,288273
63,1,4,2018,259777
53,3,1,2008,664461
103,3,8,1954,754944
102,2,8,2005,376118
71,3,10,2013,700076
100,3,7,1967,608290
74,5,1,1968,506679
53,2,4,2005,385755
67,1,6,2004,452695
92,5,9,1968,546682
68,2,4,1977,667030
51,4,10,1954,412260
67,4,3,2011,453669
61,4,5,1989,336349
101,5,8,1961,309302
87,2,1,1950,789899
74,1,8,1950,741191
91,4,8,1974,695588
91,4,8,1959,779024
92,2,10,1980,364594
74,3,9,2008,464756
108,5,10,1979,466772
102,4,3,1975,458721
53,1,10,2012,288466
70,5,9,1969,674644
79,5,6,1984,514617
96,1,3,1967,983754
88,1,8,1971,869950
63,2,10,2008,633356
67,2,9,1994,470725
115,1,4,1953,982647
106,1,5,2018,201336
119,2,4,2008,993979
68,2,2,1959,768999
73,1,6,2002,628060
105,1,8,1992,765769
96,1,5,2007,800378
67,3,4,2004,439302
96,3,2,1975,320537
72,4,5,1974,888188
64,2,1,2014,538492
65,1,10,2003,955425
107,4,10,1984,247612
54,1,3,1980,183804
118,5,1,2011,726690
116,3,7,1991,954335
88,5,4,1981,294331
73,5,2,1998,687528
116,1,7,2001,430327
90,3,8,1957,663133
69,3,1,1966,649110
90,2,10,1994,524391
56,1,2,1960,670550
109,1,5,1992,591123
51,4,7,1995,425836
94,3,2,2021,926057
102,3,7,2018,381410
63,4,3,1973,705735
103,1,2,2004,747294
66,4,6,1970,350321
92,5,4,1957,711235
72,3,2,2021,386790
54,4,6,1965,526136
69,3,4,1960,193846
115,1,2,1971,248266
103,1,6,1981,505318
99,1,4,2016,951519
103,1,10,1976,719636
50,3,4,1991,883575
51,1,9,1954,704016
113,2,1,1955,684475
66,1,3,1962,531641
68,1,4,1974,677709
85,5,5,1989,827010
96,4,8,1978,276481
84,2,10,2018,545539
114,4,10,1984,437992
58,5,7,2010,480032
70,5,1,1994,499443
116,4,5,1951,333120
78,3,7,1976,373878
84,5,7,2004,978393
74,4,9,1969,761096
74,2,3,1970,322196
55,2,8,1984,253236
113,3,2,1963,652134
52,5,2,1972,970424
110,5,10,1984,988877
52,2,3,2013,296603
83,4,1,1983,294586
86,4,3,1950,699192
117,4,6,2010,547418
53,4,7,2019,287400
98,3,3,2001,617072
69,3,5,1950,712211
91,2,4,2013,238952
77,5,4,1992,606021
73,5,7,2012,596355
105,3,1,1957,570285
64,4,5,2018,561659
52,2,6,1992,633534
96,1,9,1950,984842
65,4,3,1985,883335
66,1,1,1964,873985
56,3,9,1981,544568
76,3,6,1961,380376
83,2,7,2006,465796
84,1,9,1952,307208
83,1,8,1962,966208
88,1,8,2008,858737
79,2,4,1983,294697
85,4,1,1957,368123
87,2,7,1991,290312
98,5,7,1951,457726
64,4,5,1951,207533
52,4,10,1992,281531
103,3,4,1965,712333
101,3,9,1985,493598
107,1,5,2002,795184
94,4,6,1981,193458
92,1,3,2018,439060
78,3,10,1976,350873
96,2,4,1987,449938
71,2,4,1997,833905
115,5,2,2018,790522
103,1,6,1981,438239
64,5,3,2022,319181
93,2,4,1980,475298
61,3,10,1989,553469
116,1,7,1955,756421
117,1,5,2012,802731
60,5,6,1962,929980
112,1,10,1964,906707
65,4,7,2018,480165
81,5,2,2015,851509
86,5,2,1952,830010
51,2,4,1957,599139
67,4,7,1958,481648
93,2,5,2001,859700
98,3,5,1957,672286
107,1,6,1950,945806
119,5,4,1969,569854
71,1,2,1989,841501
83,1,7,2001,748958
104,5,10,1992,231881
59,4,5,2004,861754
105,4,5,2012,683965
84,4,10,1958,859109
86,5,9,2013,291225
70,1,6,1985,512838
111,2,3,1954,655434
83,2,6,1978,569581
85,5,4,1988,227649
50,3,5,2013,868318
91,1,9,1959,801137
62,5,10,1976,810551
75,3,2,2020,524816
100,3,6,1982,936396
80,4,10,1955,823306
58,5,4,1976,530483
82,4,10,1967,454510
83,5,5,1970,207168
83,5,2,2021,165796
80,3,9,2022,497769
109,2,8,1991,730408
94,5,1,1977,633830
111,3,4,1999,686808
72,1,7,1989,965550
54,4,5,1970,185819
89,2,4,1983,949093
74,5,8,1985,729296
94,5,6,1967,386916
113,5,5,2008,399563
100,5,5,1997,383194
87,3,7,1985,819487
108,5,2,1982,797627
76,1,10,2016,529015
100,3,9,2005,939925
58,3,7,2017,613249
65,3,1,1981,233255
84,1,6,2011,806858
53,5,1,1986,566821
59,3,3,1969,678482
86,4,7,1993,731152
82,4,9,1996,505891
87,3,9,1952,271694
78,3,4,2021,865740
61,5,2,1970,695335
89,1,10,1976,776971
89,4,8,2000,932438
